Comment,Sentiment
"Dear Kannada tech for you , still you have not done any proper survey on why Vijay malya is found guilty. ? This is one side story , doesn't the hero unnecessary?",negative
Bro where is the grandpa 😢😢😢,negative
I think you r following crime patrol series,negative
Feel bad for Thomas Matthew Crooks 😢,negative
Haayeeeee 😭😭😭😭,negative
Bhi cass gabe ho gaya hai 😢😢,negative
Stop this show.very cruel,negative
Prasasan thik se petroling karuni Sethi pai ete murder houchi😢😢😢😢,negative
Paise waste kar lunga pa pe machine nhii lunga ✅,negative
So Sad 😭😭,negative
HAAYE! USER DEAD! ADDICTED WITH TEENTIGADA'S SMILE,negative
Unnecessary emergency haaki yeshto janara pranaa thegediddare. Aa shaapa thattutthade antha waiting. Paapa,negative
"23M Subscriber h or meine last 50 video dikhi h , kisi pe b 1M view b nhi h ye kse ho raha h ye b ek failure he h apke liye",negative
ମଣିଷ ମରିଲେ ମରୁ କିନ୍ତୁ ପଶୁ ମନରୁ । ଆଉ ମଣିଷ ଜୀବନର କିଛି ମୂଲ୍ୟ ନାହିଁ।😢😢😢,negative
M56 is around 29k 😢,negative
dikhe tujh mein meri duniya meri duniya tu ban jaa ree,negative
"I'm from Bihar, and Bihar's current situation is a result of its people who still believe in the caste system, along with corrupt politicians and government officers. Even in my college, the employees and professors ask for money just to sign and verify documents. The police officers are corrupt from the block level to the Chief Minister. Everyone here is ducking corrupt evil, which is why Bihar will never grow. Mark my words.",negative
Fake news...,negative
Tumaku kia kahuchi jatra ku jiba pain tame dasa hajar tankia sadhi kouthoo ani pindha se malika mananka dayaru jadi se punji lagei jatra party te kari n thanta aji ethi phutani maru n thanta ok,negative
Evanu enu badukirode namma kaanunige nachike ago vishaya ...adu yavag intha avurnella manava drusthi antha punishment kadime aytho avagle hoythu nam law,negative
কতো জন স্টুডেন্ট কার্টুন দেখছ 🤔 তারা হাত তোলো দেখি 🌸😫,negative
Good morning Odisha Jay Jagannath Jay Mata di Jay Shri Ram Jay Bajrangbali Jay Shri Ganesh Jay shine dave Om no Shivay Jay Shri Krishna Govind Jay Dattatreya Shubh sakal,negative
Realme GT6 is also a good option now comes under 30k flagship killer,negative
Gaurav more missing,negative
"Skit 1: Average
 Skit 2: Average
 Skit 3: Average
 FLOP sangayla bara vatat nahi...
 Anshuman Vichare, Pady Kamble, Vishakha Subhedar, Omkar Bhojane, Gaurav More hyanchi jaaga bharnyasathi kay kele? Kuthun replacement ana nar? Naveen kalakaar, Naveen writers ani naveen stories shodha....",negative
I'm I respect sir now he seems different angle which might be not good for india perspective 😢😢,negative
Mosamana muttal waste appa 🔥🔥🔥🔥,negative
Police investigated unwanted case and punished innocent people,negative
Cap kholo 😐😑 bina cap phene ke ache nehi lagte hoo,negative
ab ye sab chize realize ho rahi hain.😢,negative
"Kya gaming laptop ko sch mein damage krta hy agr laptop gaming wala nai ho..?
 Hp pavilion 15 py PubG aur GTA play krskty hy..? ess sy laptop damage tho nai hoga qk mera laptop gaming wala nai hy HP pavilion 15 hy",negative
Good morning Odisha Jay Jagannath Jay Mata di Jay Shri Ram Jay Bajrangbali Jay Shri Ganesh Jay shine dave Om no Shivay Jay Shri Krishna Govind Jay Dattatreya Shubo sakalo,negative
Sheetal Devi's story showed me why I am a disabled person. Because I am not determined like her🙏💥,negative
Iskcon Bhagwat Gita prachaar karuchi bohut bhala 🙏🙏🙏💐👍💯✌️ kintu shastra Ku virodhi kareba kana pain' Au topic heba kana pain' 💯👍,negative
"What rubbish 😂😂 anyhow they had to cut the mutton, wouldn't it be good to cut before frying",negative
2024 me bhi firse saari video dekh raha hu😢 aur aap ?,negative
90% refurbished phone kharidne pe chutiya banana tay hai.😢,negative
"Kapil devu ,Ganguly, Dhoni, Rohit Sharma, 🔥🔥🔥🔥",negative
"Social media is a double-edged sword, however by not viewing cringe or toxic content, it can be greatly useful.",negative
Scam karne wala dhoka dene wala adharm karne wala kabhi bi khatm hojaoge... 🔥,negative
"Bollywood is not dying, it was already died when they murdered Sushant Singh Rajpoot... 😢 still waiting for justice",negative
"Govt of India should banned porn.
 Plz take initiative to banned porn. Appeal to pm modi.",negative
Jai Powerstar Pawankalyan 🔥🔥🔥🔥,negative
NFC nahi hai kya??,negative
",,prakash sir ಎಲ್ಲ ಗೊತ್ತಿದೆ ಅದರು ಪ್ರತಿ case ಅಂತ ಬಂದಾಗ ದಾರಿ ತಪ್ಪಿಸುತ್ತರೆ ...ಇದೇ ,,ನಮ್ಮ ಭಾರತದ ಕಾನೂನು ಕೊನೆಗೆ ಒಂದು ವರ್ಷ ದ ನಂತರ ಈ ,case close ಆಗಿದ್ದು..ಜನರಿಗೂ ಗೊತ್ತಗೊದಿಲ
 ಇಷ್ಟೆ ನಮ್ಮ ದೇಶದ ಕಾನೂನು.😢",negative
"Khomeni says that he has the responsibility to protect the Islamic government from the attack of Israel.
 Islamic government means the rule of the primitive , barbarian rule of the so-called Allah which the Jamaat e Islami aspire for. 
 This rule of Allah is the ultimate target of the whole Islamic community of India.
 The C P M , the most ugly and nasty political party of India joins with the Islamic barbarians to procure the vote of the illiterate mass and to seize power for the benefit of a few selfish politicians. 
 The communists Iran has the right to protect their sovereignty. 
 The question now comes is that if it is so,what is their justification for the conquest of Afghanistan by the erstwhile communist government of the Soviet union.
 The CPM and its top brass shamelessly argue that Iran has the right to protect itself.
 The Arab countries around Israel are persistently attacking and hunting the helpless people of Israel who were continuously persecuted in history for centuries.
 Great support and success to Israel ❤",negative
"Was making a video on cervical cancer in your plan? Why didnt u make a video on this topic a month or year before..?? 
 
 U made this video.. because of that stunt.. 
 Celebrities are habitual to promote Gutkas/alcohol.. and whats wrong in promoting cancer..? At least people started talking about it.. its cure/vaccine/symptoms many things.!!
 
 Being a medical professional i have routinely observed that pts with cervical cancer come at very later stage because of society stigma and having no/less knowledge about it makes them suffer..!",negative
പ്രിയപ്പെട്ട രഞ്ജിത ചേച്ചിക്ക് സ്നേഹ പ്രണാമം 🌹🙏😭,negative
आजोबा😢,negative
"Khalisthani is not good citizens of any country.All shikh contribute great to their hometown by enrollment in Army and serve .
 So Khalistan is not shikh.",negative
Time waste news.,negative
Niyu's way of talking is irritating,negative
Bhai sahab mujhe bhi bula lo 😢,negative
"From experience,
 I am a no good do person. I haven't accomplished anything and even If I did, I destroyed it by comparing. I felt bad for my achievements at time when no one was there to celebrate it. Just so you know the story doesn't end in a bad way, I am currently earning more than enough and can give my friends and family gifts whenever they want. I am focussing on my health and food. I am studying while I am working. 
 I have dealt with all kinds of stress. Academic stress(biggest challenge of my life never came first always second and my parents at time made it feel like I was failing), Relationship stress- No good rel with my friends even living alone rn, Financial stress ( never asked anything from my parents because I knew they couldn't afford it and my parents boasted off about it) and even now when I am earning so much I am unable to spend it on myself because it makes me feel guilty somehow, Health stress- I was diagnosed with spinal tuberculosis and was bedridden for 2 years still recovering ( there was a point I accepted death because dr told us at one point that It could be cancer and went for a biopsy). 
 I won't say I am happy now but I am satisfied with what I have and I look forward to do more but it's time we stopped taking stress of something that might not happen.. I am going to stop it as of today and try to live my live, if not enjoy then at least focus on what's important for me and what can I do about it. Stop thinking about short term goals (I mean make goals but keep them malleable there is more than one way to get where you want to be) and see the bigger picture and then accomplish them by taking actions. Actions are what matters.",negative
Sir aap kamjor ho gye😢,negative
Attack mode,negative
Kya frk padta hai jhut ya sach bol rahi ho apke ladki Raja ko kha gaye jinda Dil ladke ko 😢,negative
Missing this song in season 2😢,negative
Where is Nokia ?😢,negative
പിണറായി 🥺😭,negative
She must punish ...,negative
interesting or not,negative
PLEASE MAKE A OSHO RAJNEESH PART 2 AS SOON AS POSSIBLE SIR I'm since 1st part😢😢😢,negative
Ufff 🔥🔥,negative
killing smile of bhavsu😋😋,negative
Devare manusha durakara nanu antta elo jana enobara adukolodhu jana e video nodabeku yavattu shwatta hala😢,negative
You yourself are a sort of tech failure now,negative
I guess sugar is not main culprit....over eating and less exercising makes it eventually more dangerous,negative
Secular galat hai ram ke nam leke rape murder bulldozer rajneeti karo yahana freedom for granted nahi hai jhut bolo for granted nahi hai,negative
"Kash 10 saal pehle ye bakchodi kar li hoti , jab youtube kisi ko bhi creator bana deta tha 😢",negative
Where was so called secular media which failed to expose the genocide of hindus and so was the shameless govt of that time,negative
🤧🤮🤮🤢🤢🤢,negative
He is mentally ill...,negative
Sad😢😢,negative
What do you think? Is immigration a problem or not for Britain? Comment below 👇🏽👇🏽,negative
👎👎👎💩💩💩💩💩🤢,negative
ಅಬಾ ಇಂತ ಗಟನೆ ನಡಿಯುತ್ತಾ😢😢,negative
"#bologuruji
 Guruji mera 2 questions hain:-
 1. Samsung to 6-7 saal update de raha hai, itna update se phone ka hardware/software mein koi problem hoga kya?
 2. Poco f6 pro phone buy karne se koibhi problem hoga kya?poco x6 pro phone ka to mother board dead ho gaya tha.Poco f6 pro phone ka mother board dead, ya or koi bhi problem to nahi hoga na?
 LOVE FROM INDIA ❤️❤️❤️",negative
Odu obba manushyanna hucchanagi madutte idakke udaharane nam primary school teacher papa eega buddi mandyavagi uru uru alitidare 😢😢😢,negative
Maa tomake soto koti pranam.. apnar moton maa hoy na.. 😢😢😢😢,negative
Very Sad 😭😭😭,negative
Shivali 🔥🔥 ek numbar 👏🏻👏🏻,negative
Eita kukuda nuhe ganja ta yaku bird flu roga heichi seithi paini bikala hei munda noichi. 🤔,negative
13r watching 🔥❤️✍️ power full phone 1 +✍️🔥 day bay day 💹,negative
Om Shanti 😭😭,negative
Dikhne me mja nahi aa rha hai hamare gaw me fek dega aisi bna rahega to😢,negative
😭😭😭😭😭😭😭,negative
"all in all, i strongly believe that zelensky is failed leader. he should leave ASAP. he has made Ukraine worst of all time",negative
"🚫 Steer clear of OnePlus! Just wasted 60k on a phone plagued by motherboard failures twice & blame games. Their reputation is crumbling as users suffer widespread issues. Don't risk it—choose a reliable brand instead. #OnePlusNightmare #ConsumerAlert #BrandFail #OnePlus_IN #oneplus
 
 Please talk about motherboard dead issue in oneplus",negative
"Such a fraudulent analogy! Ladakh was made UT after removing 370 only in 2019 August. Ladakh was not acquired from anyone. By drawing a parallel with Goa & Puducherry, he's being a great fool. Definitely his intentions are not clean no matter how polished and intellectual he may sound.",negative
BAIJANTA PA NDA MPKEDRAPARA PRAVARIINEW BJP AS IS WHRRE IS NOW THOSE LEADERS NOW JOINED AS APPEALED BEFORE ME. ADVISED TO ALL ACCEPEPT ALL AMAADAMI PATTY DIGUSTED ACTIVITIES MONOPOLY BY KEJIRWALLA. I NADITOON TO DEPLOY MOTE TIIME E SUING DELHISLECTION AS TWITT MESSAGES HONBLE JAYASANKARA. SUTARAMAN NN NITUN VADAGARI. ERCNEWBJPPARTY IN 28STtESMONHS NATIONAL LOOTERA CURRUPTED THOSE DSo new bmwied added. Ythankeddi needful for country NO tryingnorxvusabmismknd it,negative
lG's Wing was also a failure...!!,negative
"Mada sampu rna band kara ntu karana ref. Murder danga atyachar Swami stri mandhya re Ganda gola aa u police bahut com darakar 
 Heba",negative
5:17 Wrong info. 128gb version is UFS 3.1,negative
"F06 ka design dekh ke literally shock lag gaya, Samsung is on another level!",negative
"Poor people don't like to work,industrialization will be meaningless.poor people are getting sufficient help from government.",negative
😩😩No only sameeksha is the best,negative
Honestly..apne neta log sahi khelna hi nahi chahte...demographic dividend nhi disaster lagne laga hain?,negative
High court na ban madidre olledu ansatte....,negative
Behind every crime there is an ABDULLA,negative
Deadly man paritala ravi 🔥🔥,negative
Bhai tama chennal bi BJP chennal heigala😢😢😢😢😢,negative
"abe uncle kya ho gaya tuje,,,, stupid hahahahahahahahahahahahahah",negative
Namma challakere😢,negative
So funny 😂😂😂😂😂😂,negative
😮😮Paschima bangaladalli ellavu sadhya.😮😢,negative
Can watch this forever 😭,negative
"what nonesense,if you have been a farmer ,if you ever have felt real hunger and unjustice,people like you wouldnt have used media for popularising modi agenda,we all know why your views rate fell remember that ANDHBHAKTH",negative
ಹಾಗಾದರೆ ನರಕ ಪಟ್ಟು ಸತ್ತ sowmya ಭಟ್ ಅವಳಿಗೆ ಯಾವ ನ್ಯಾಯ ಇಲ್ಲ ಬೆಲೆ ಇಲ್ಲ.. ಪೊಲೀಸ್ ಇಷ್ಟೊಂದು ಬೇಜವಾಬ್ದಾರಿ ನ ಅವನು ಚನಾಗಿ ಇರ್ತನೆ ಎಲ್ಲೋ ಆದರೆ ಹೆಣ್ಣಿಗೆ ಬೆಲೆ ಇಲ್ಲ😢😢,negative
He is real hero 😢😢😭,negative
jay Jagannath 😢😢,negative
Om shanti 😢,negative
Bro called us poor with different languages and gold phone ☠️,negative
"Sbse jyada badi problem ghoosh khori 
 Har chore se bada aadmi thagna chahta hai 
 Koi bhi kisi cheej ka standard hi nhi hai😢😢😢",negative
ହାରାମ ଜାଦୀକୁ ଘୋଷାରିକି ପିଟ ସବୁ ପଶ୍ଚିମ ବଙ୍ଗର ଭାଇ ଓ ଭଉଣୀ ମାନେ 🙏 ଏଇ ସେ ବେଧ ଯିଏ କହିଥିଲା ବାଂଲାଦେଶ ଆମ ଅଭିନ୍ନ ଅଙ୍ଗ। ଶଳା ସବୁବେଳେ ଦେଶରେ ଦାଦାଗିରୀ ଚଳେଇଚି। ଆଉ ରହିଲେ ରାହୁଲ ଗାଣ୍ଡି ଆଉ ପ୍ରିୟଙ୍କା ଗାଣ୍ଡି କୋଉଠି ଗାଣ୍ଡି ମରାଉଛନ୍ତି ନା ସୋଇ ପଡିଛନ୍ତି 😊ଶଳା କୃଷକ ଆନ୍ଦୋଳନ ଦିଶୁଚି ଆଉ ନିଜ ଦଖଲରେ ଥିବା ଜାଗାରେ ଏମିତି କରୁଛନ୍ତି। ମରିବେ ସବୁ ପୋକ ଫୁଟି ମରିବେ 😭ସେ ବିଚାରିର ଦୋଷ କଣ 😭😭😭କାହିଁକି ଗୋଟିଏ ମାର କୋଳ ଶୂନ୍ୟ କଲ 🥺🥺,negative
Sir 20000 tak ke all in one kon sa lu😢,negative
"Very cruel, barbaric and wicked people. They are rakshases of modern era.any one appreciating them are also none but demons.",negative
Foreigner hi like krenge india wale to nhi kyunki animal suicide doesn't like 😢,negative
Asle sagle skits naka banvat zau.. pathetic concept,negative
Make a video on recently bmw car crash,negative
Unfortunately I have just bought a macbook air just 8days ago.. is there any chance to contact apple for consideration 😢 ?? I am PG student and got the student discount!,negative
This girl is not perfect,negative
😮😮😮😮😮😮😮😮😢😢😢,negative
Anwar ക്ക് വല്ല കൂലി പണിക്കും പൊക്കൂടെ!😢,negative
Is Kangen water also a scam?,negative
Kay he gane ka dakhval nahi tya gantasathi tr bagat baslo hoto sarv mood off kela raw 😠😠,negative
"ഹലോ മാഡം,, കുത്തിത്തിരിപ്പിന് മിടുക്കി,, ഇങ്ങനെ പടച്ചു വിടുന്നത് എന്തിന്, നിങ്ങൾക്ക് എന്ത് മൂല്യം 😭😭😭",negative
Madve hadre hege hagodu 😢😢😢😢,negative
Nam uru😢,negative
"wo sab thek hai, but why dont you make videos on Hindus attacks on Indian muslims? recently muslims wa attacked in kolhapur maharashtra",negative
"New India banane mein ek step lena hoga 
 1. Education qualification compulsory for every Political Minister.
 2. Check criminal police records .
 3. Make a exam OMR test without viva.
 4. Improve civic sense in every citizen of India.",negative
Who's she😭😭,negative
"And the worst thing is India pays 7-9% Interest on Loans while US just pays 2-3%!
 Dark Politics is happening in the Big Rating Agencies who never increase India's Ranking! Because most of the criteria are based on perception than data! 🙏
 So called Developed Nations don't want others to develop! 😡",negative
Sab maroge 😢,negative
America ilathe otak iranod war chey eanit dailg para,negative
Jam bor marte hi Jodi namrata jast over karte😢,negative
killing expressions bhavsu,negative
Jai King nag,negative
"Good two useless people , one went to jail for imprisonment and then another went to up 😂",negative
Protestors didn’t cause the violence and destruction! BCL the student wing of the Awami league party did it. Do your research properly. shame on you both!!!!,negative
Please make a topic video on Prakriti lamsal suicide case in odisa kiit university,negative
प्रसाद.खांडेकर.बोर 😢,negative
"ଓଡ଼ିଆ ଭାଷାକୁ ନେଇ ଦେଇଥିବା ମନ୍ତବ୍ୟର ସତ୍ୟତା ଅଛି। କାରଣ ମୁଁ ଜଣେ ଅଧ୍ୟାପିକ ମୁଁ ଯେତିକି ଓଡ଼ିଆ ଭାଷାକୁ ପ୍ରତ୍ୟେକ ଦିଗରୁ ଦେଖିଲିଣି ଭାଷାର ଆତ୍ମୀୟତା କମିବାରେ ଲାଗିଛି। ନିଜର ଚେଷ୍ଟାରେ ଭାଷାକୁ ବଞ୍ଚେଇ ରଖିବାକୁ ହେବ। ନଚେତ୍ ଏମିତି ଦିନ ନ ଆସୁ ଯେଉଁ ଦିନ ଆମ ଭାଷା, ଆମ ପରିଚୟ ସବୁ କିଛି ଲିଭିଯିବ 😢",negative
Bomagulo Hinduder murder korar jonyo toiree korechilo.,negative
গল্প গুলো বুঝতে একটু সমস্যা হয়😓,negative
"(I-P).^2 Conflicts : INDIA - pakistan , Israel - palestine",negative
"Dear brother, Sister Sowmya victims was arrested AND he finished but Soujanya case who is victims ? dear brother All Puttur citizens voice raised, no body saying hindhu, Muslim, christ in, Soumya case ,at the time I also student leader, Remember don't divert soujanya case",negative
Who eats from the hands of these dirty people?,negative
9 saal hogye damn,negative
THE MOST CRUELEST STORY. I HAVE READ IT LONG BACK.,negative
"Boycott china wale kaha gye? Hamari government is pe koi sawal kyu nahi puchti china se?
 Bina test ke kyu kuchh bhi china se aa jata hai fir badi badi fekte hai laal aankhe dikha di ye kar diya",negative
Iam little bit feel sad about hearing about your divorce,negative
Actually ye sab Secularism ki vazah se hua h...Agar ye Desh Hindu Rashtra hota ir Hindu Rights Religion ko Sabse uper Rakhte to Ye Sab Nahi hota...or inlogo Badi Posts pe Musalmano ko Rakha jo ki Sabse bada Crime tha..kuki ek Musalman Dusre Dharam ke Citizens ko Alag manta h ..Vo usko insaan hi Nahi Manta h or Na unke koi Rights h Aiisa manta h ..islye Musalmano ko Pist dene se Sab kuch Pandito ka Tabah ho gaya .hatho hath Army ko bulake 100000 Bullets Agar local Terrorists ko Mar dete to Ye Sab Kabi Nahi hota kuki Bullets or Fansi dene se islamic Zehad ki vahi pe Kutte ku Maut ho jati.....jaise Gaza me jews Kar Rahe h ...Zehad ka ilaaz vahi h jo Zehad khud karta h...Bullets..Bombs..Tanks..Fansi...Dusra koi ilaaz Nahi h Zehad ka...,negative
Wakaf bill jou. Rajya lagu karu nahanti ghor Anya karuchhanti and desha pain bipada tenu bharat pm and mp nku binita anurodh hindu rastra pain bill anantu jay jagannath,negative
Tor gare rash prachur. Tor rash nichure jabe.,negative
"Alhamdo.lillha.iran.jinda
 Bad",negative
E story na recent agi shantam papam crime story li nodiddhe.. But alli murder madsiddu father but illi murder madsiddu Mother..,negative
Muslim somaj r kobe bujhbe.muslim der criminal baniyeche mamata. Marchhe muslim morchhe muslim.eber jago jago muslim bhai bonera.,negative
"Best phone. infinix note 40 pro 
  .
  Motorola edge 60 pro vs infinix note 40 pro dono ka review dedo please 🥺😢
  I'm watching your all videos. 😢🎉",negative
"Again punishment plus education to be initiated in schools,otherwise state cannot make any development.",negative
"As a person who used to live in Hyderabad, few years ago, I would be able to hear peacocks near my house filled with trees, but now, all I can see are houses built in that area to this day! It's disappointing to know that this is how peacocks are being treated in the area, and good job on acknowledging this information!",negative
खांडेकरला घरी बसवा 😢😢😢,negative
my father also died like this same condition 😢😢😢,negative
sheer nonsense,negative
Volume low q hai???? @ technical guru ji,negative
ಛೇ ಪಾಪ😢,negative
Life is so depressing eh. Abhi bhi kya?,negative
Zindagi mar chuki hai life goal ko kya Maru 😢😢😢,negative
It's been a month. Desperately waiting for your shorts these days🥺🥺,negative
Video k vibe negative hai,negative
Nowadays men should be like sandeep reddy vanga,negative
"I have watched this video earlier as well but that was around 4 years ago, watched this again today and was surprised to see still it hasn't gained many views..... Shame on such an audience",negative
No one can march the legacy of anarc !!,negative
Jhio mananka sahita emiti atyachaar kariba purva ru tanku ehi katha kn pain mone paduni se nije gote nari ro garva ru hi jato heichi boli emiti kori se to nija maa ku bi asamman karuchi dhik ta jibon,negative
Can't wait jaldi jaldi kar do na yar 🤧😭😭😭😭,negative
Jay Jagnnath.So Sad Utam Mahanty.,negative
Live den na keno😶🥺🥺😭😭😭,negative
"ಈ ವೀಡಿಯೊ ಪಾತ್ರ drigligu ನಿಮ್ದಿ ಇಲ್ಲಾ 
 . ಸೂತ್ರ ದಾರಿ ಅನ್ನೋ subsbriber ಗು ನೋಡಿ ನೆಮ್ಮದಿ illa 😢😢sayko ಆಂಟಿ",negative
abb to kuch godi teachers vii a gye hh.. hate faila nee.. 😢,negative
Pakistan terrorist attack k upr video banao,negative
Fake songs,negative
So true… doubt that there ever will be a Khalistan. Just ruining Canada that once was !!,negative
"Media rajneeti korche ei shomoy,ur fake news chhorachche je bomb chhora hoyeche barite",negative
"Just a madman and nothing else. Even in this century,people like this man exist is even more shocking. Nice parenting bytheway. Gobar brain.",negative
Supporting fraudulent jaggi for cavery calling resulted into this state.. Where is people's hard earned money in isha funds.. Stop supporting fraudulent jaggi,negative
"আচ্ছা, আমার নেট এতো ছলো কেন😢😢😢❤😢😢😢",negative
Simle...😭❤️,negative
"People need to understand if India takes active stand on disputed Ladakh region there is a high possibility China will go straight in war with us, It should be handled Politically since this term was about to end BJP Government should pass some resolution to End this Dispute if they win or else ultimately the our Ladhakees will suffer.",negative
Goa me ye sab chalu hai.. govt kuch projects start karte ka sochti hai to protesting chalu hote hai....,negative
14 Army Trucknalli Rajasthana Palace Gold looti madiddu Emergency timenalli,negative
You Are Talking NUTS Cocktails Bro Check Your History,negative
Guruji bas karo yaar.. 4:54 techno ne slimmest phone nikala hai.. Evert tech company is show casing there best just like you are show casing your gold studded iphone in this whole video. Stop criticising without any reason.,negative
"Shivaali सारखं समीरजी ना हात मारून बोलत होती, असे लोक असतात irritating",negative
Aamchya Maharajancha ani marathyancha Maharashtra 🚩🚩🔥🔥,negative
Trump is dogla 😢,negative
🙄😒hahaah,negative
"They want paper balot so that they can manupulate...
 Here in the UK, most of the postal votes come from ezlamic countries using fake UK addresses... this is what made the London mayor",negative
4:59 he got hurt,negative
"par meri mummy ye samjti hi nhi😢,
 maine unko kitne bar bola par main gali khake hi mana😢",negative
"Omm shanti, very sad for odia death of uttam mahanty",negative
You guys were so hypocritical... y'all used her name on the title of this video to gain views and butchered her because y'all knew no one would watch this video about cervical cancer without the controversy. That was her aim... brining attention through controversy and now media houses like you are talking about it. She won.,negative
"Before sanju Ranbir Kapoor gave best content like barfi, tamasha, Rockstar, Rajneeti, Roy but now after sanju he suddenly changed his Craft😢",negative
❤️❤️❤️❤️❤️❤️❤️❤️🥺🥺🥺🥺🥺🥺🥺😭😭😭😭😭😭😭😭😭😭😭,negative
#Eyesome 👀👀🙈🔥🔥,negative
🔥🔥🔥🔥🔥🔥🔥🔥,negative
జై జగన్ 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,negative
😭😭😭😭❤️❤️❤️❤️🤲🤲🤲🤲🤲,negative
Idhu halwa dhana 😢,negative
Stupid media media him,negative
Bad guys,negative
He bhagwan 😢😢😢😢,negative
He prabhu 😢😢,negative
Vivo x200 ultra launch date in Indiya bet 😢,negative
Dangerous news information bro,negative
It is Iran who provoked this war by saying that Israel is to be eliminated,negative
Im stressed always bkz im not doing good and not achieving what i want and i spoiled my career with bad decisions...,negative
பெத்த தாய் கடவுளுக்கு சமன் இப்படி எல்லாம் விடாதைங்க உங்களுக்கும் இதே நலமை வரலாம்😞😞😞,negative
"e post kindha chala comments chusanu , ysrcp supporters mari intha worst unaru endhira akada video antha clear ga una kuda still adhi AI video adhi fake ani antunaru !! asala meku mind undha poindha !! anakudadhu kaani me intlo evarikaina ilanti situation osthey kuda meru apudu kuda Ai video adhi original kadhu ani apudu kuda rajakeeyam chesthara😢 ???? thapuni thapu ani opukolekapothunaru ante me mind set entha cruel ga undho ardhamavthundhi anthelwy!! yatharaja thadha praja🙏🏼",negative
So sad😭😭,negative
GTA - VI crying from corner 😭,negative
Same thing Israel 🇮🇱 did for Turkey! Don't trust the ☪️ ever!,negative
"Well india give billions of money to maldives . But maldives criticis india even maldives comes india to get educated , india give vaccine , india gives infrastructure to maldives and they criticise and one day when water start rising they asked to india to help them 😂😂😂😂😂😂😂😂😂😂😂😂😂they are highly deoendent on india 😢😢😢😢😢😢😢😢😢😢 such a shame",negative
Ellobba vikrutha kami comment hakiddane .Dodda rapist erabeku .,negative
"Frist nimma eee continuos agi crime case video madtha iddiera janagalige bejar agtidhe,, bere content mele video madi, change irli nodok chanagirutthe",negative
audio problem,negative
drink enough and you'll die.,negative
"Your expressions, your eyes ,your smile 🙈🙈🔥🔥🔥🥺",negative
"All people of Delhi are facing problem of pollution,if government is not able to control pollution problem in Delhi,political leaders cannot do anything for country.",negative
"As always your videos are good 👍 but truth is very hard to swallow for anyone India is very divided on the basis of religion, such as Sikh Genocide 1984 and NO JUSTICE FOR SIKHS IN INDIA. In the future India will be a broken 💔 country either because of NATO COUNTRIES OR CHINA, and you understand what happens to divided house it breaks apart into too many little countries. You do make good informative videos 🙏",negative
Shivali overacting😢,negative
O Abdullah is a wretched fellow! A fanatic n dangerous guy,negative
Toxic carze ❤️‍🔥🔥,negative
Ronak ನಿನಗೆ ಆದಾ ಅನ್ಯಾಯ ತುಂಬ ದೊಡ್ಡದು.. 😢😢 ಇನ್ನೂ ಅವನ ತಾಯಿ ಅವಳಿಗೆ ಮನೆ ಮರ್ಯಾದೆ ಹೋಗುತ್ತೇ ಅನ್ನಕ್ಕೆ ಅವಳೇ ಸೂಳೆ ಗಾರಿಕೆ ಮಾಡಿರುವುದು. ಅವಳೇ ಹಗ್ಗ ಹಾಕಿ ಕೊಂಡು ಸಾಯಿ ಬೇಕಿತ್ತು😢😢,negative
"Cyber crime has grabbed many lives due to AI technology integrated aaps, videos",negative
Ayeeeeeee 🥺😭,negative
Does m56 have nfc or not,negative
"🔥🔥🔥🔥
 Killing 🔥🔥🔥",negative
"This is 100 percent conspiracy of kutami government, very soon this government is going to collapse",negative
ଲୋକଙ୍କୁ କଣପାଇଁ ଏମିତି ମିଛ କହୁଛନ୍ତି ଲୋକ ସବୁ ଜାଣିଛନ୍ତି 😭,negative
Rip for pahalgam dead person,negative
The most communal minded person i have ever seen in my life.😢,negative
How you kill this goat on fully 😢,negative
"This man knows how to oppose real facts and knows how to scam viewers.He don't want himself to be right but to prove others wrong. We don't know if he is funded by any of these scammers or something but he is Only misleading people for real.
 Never denying that he speaks truth at some point but his intention is only to oppose others.
 Indian people belonging to other states will never understand gujarati minds and Gujaratis will Always fooling people for their own profit. 
 Modi,adani,ambani etc etc...",negative
Ep 5 mei to gajre se allergy thi 😭,negative
"I'm from Sri Lanka. The last moment of this video, sharing whatever they made with other innocent people, is really amazing. That was reason to subscribe to your channel, champs. Keep at it.",negative
guruji looks disappointed with something,negative
Wrong statement by Pappu ji.We have heard earlier your Jagannath Story in some other chanel. Pragyan also tells such story in different manner.,negative
"প্ল্যান টা যে আলমারি তে ছিল সেটা চুরি হয়ে গেছে, সেই জন্য করতে পারছি না😢😮",negative
Hopeless sceet,negative
Pilanku milk daba good idea but sir mane au milk ghara pain kenebene athi pain tika sabdhane haba darkar govt,negative
AI সত্যি ভবিষ্যৎ পৃথিবীর জন্য বড় চ্যালেন্জ 😢💔,negative
